
ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF18aawjywv,SN2018ccj,17:55:00.05,+42:53:54.0,272.89,g,17.7016,-18.58,20.477,8.517,11.96,SN Ia,0.04,27.99036253,0.073
ZTF18aaxcntm,SN2018ccl,16:28:11.13,+39:49:12.4,278.85,g,16.8016,-18.55,20.273,7.386,12.887,SN Ia,0.02679,43.78760888,0.026
ZTF18aaxdrjn,SN2018cdt,12:20:01.64,+56:09:31.9,279.70,g,16.9287,-18.97,20.422,7.947,12.475,SN Ia,0.0339,60.42546162,0.057
ZTF18aavrwhu,SN2018bxo,13:46:56.45,+43:08:14.2,276.75,g,17.747,-19.45,27.056,11.148,15.908,SN Ia,0.062,70.43587053,0.035
ZTF18aaxkjmm,SN2018cng,15:45:29.12,+35:51:18.7,278.77,r,18.2341,-19.12,25.199,9.953,15.246,SN Ia,0.0661,52.20647138,0.069
ZTF18aaxsioa,SN2018cfa,16:49:39.10,+45:29:32.2,284.76,g,16.8488,-18.78,20.023,6.673,13.35,SN Ia,0.03,39.8913892,0.055
ZTF18aayjvve,SN2018cny,15:04:16.60,+35:48:54.1,294.77,r,17.5905,-19.00,28.566,12.029,16.537,SN Ia,0.04727,60.53488488,0.04
ZTF18aayidfz,SN2018cvd,13:14:40.26,+24:00:20.7,288.70,g,18.4743,-18.89,21.454,8.415,13.039,SN Ia,0.067,83.90186114,0.029
ZTF18aayjyub,SN2018cod,13:20:27.97,+62:18:02.9,294.71,g,17.1163,-18.53,27.548,11.871,15.677,SN Ia,0.03,54.49927769,0.068
ZTF18aazblzy,SN2018cri,16:11:21.47,+36:59:39.4,290.71,g,18.2576,-19.01,18.735,6.689,12.046,SN Ia,0.064,47.01111287,0.037
ZTF18aazixbw,SN2018coi,16:18:57.97,+56:43:00.7,293.70,g,18.2918,-18.81,22.027,10.036,11.991,SN Ia,0.0594,43.05295984,0.029
ZTF18aazsabq,SN2018crn,18:55:21.83,+56:35:18.2,293.83,r,18.2337,-18.58,20.04,8.082,11.958,SN Ia,0.05,21.85345777,0.161
ZTF18abauprj,SN2018cnw,16:59:05.03,+47:14:11.1,299.69,g,15.5681,-19.93,26.61,8.113,18.497,SN Ia-91T,0.028,38.26377495,0.074
ZTF18abaxlpi,SN2018ctm,18:26:14.17,+45:00:36.7,296.95,g,18.3094,-19.11,22.32,7.607,14.713,SN Ia,0.0646,23.05029252,0.14
ZTF18aaytovs,SN2018crk,17:45:53.39,+31:42:37.9,295.80,r,18.1696,-19.57,27.635,12.948,14.687,SN Ia-91T,0.076,26.95450808,0.167
ZTF18abbpeqo,SN2018cvq,15:52:54.45,+50:37:09.8,302.81,r,17.9918,-19.37,22.46,10.589,11.871,SN Ia,0.06678,48.51832123,0.054
ZTF18aaxcfbt,SN2018ced,10:58:27.09,+51:41:44.9,279.68,r,18.1086,-19.31,32.759,10.777,21.982,SN Ia,0.0689,57.54166269,0.034
ZTF18abbvsiv,SN2018cto,17:24:32.02,+70:22:20.7,297.74,g,17.663,-19.17,27.821,8.797,19.024,SN Ia,0.051,32.69415597,0.087
ZTF18abbpxik,SN2018cqp,15:22:50.32,+08:04:49.1,298.77,r,18.4529,-17.36,71.326,12.6,58.726,SN II,0.03236,49.45251705,0.1
ZTF18abcflnz,SN2018cuw,18:46:14.35,+35:58:07.3,308.89,g,16.2495,-19.12,23.495,11.504,11.991,SN Ia,0.024,16.5085855,0.244
ZTF18abckujg,SN2018cvt,14:51:53.64,+46:38:44.7,303.72,g,18.4174,-19.19,22.335,10.132,12.203,SN Ia,0.074,59.32509792,0.049
ZTF18abckujq,SN2018cvf,12:06:40.62,+59:30:48.1,303.70,g,17.8503,-19.43,28.198,9.49,18.708,SN Ia,0.06383,56.70801022,0.053
ZTF18abcdzyc,SN2018cty,13:01:45.72,+61:27:55.4,300.81,g,18.084,-18.89,26.287,9.375,16.912,SN Ia,0.056,55.6191345,0.034
ZTF18abcfcoo,AT2018cow,16:16:00.22,+22:16:04.8,288.80,r,14.202,-19.92,3.076,0.746,2.33,other,0.01414,43.59262361,0.238
ZTF18abcrxoj,SN2018cvw,15:57:02.30,+37:25:01.6,305.70,g,16.5157,-19.19,21.416,7.308,14.108,SN Ia,0.0309,49.86475358,0.061
ZTF18abcsgvj,SN2018cxl,17:44:24.63,+55:10:31.5,302.79,g,18.3988,-18.87,19.036,7.113,11.923,SN Ia,0.06,31.38952425,0.157
ZTF18abceakp,SN2018cvi,14:08:12.48,+65:38:15.9,303.71,g,18.0295,-17.58,17.405,8.262,9.143,SN II,0.03,49.64981773,0.039
ZTF18abcpmwh,SN2018cur,12:59:09.12,+37:19:00.1,300.70,g,16.691,-17.47,39.972,9.128,30.844,SN IIP,0.01543,79.68262088,0.041
ZTF18abdbuty,SN2018dbd,16:52:47.33,+51:33:48.5,306.81,g,18.0839,-19.62,22.578,7.526,15.052,SN Ia,0.075,39.12195698,0.109
ZTF18abdbysy,SN2018cyg,15:34:08.48,+56:41:48.6,302.81,r,18.2973,-15.17,33.96,5.042,28.918,SN II,0.01127,48.73880835,0.05
ZTF18abcyhju,SN2018cup,12:35:22.96,+29:29:31.8,294.73,r,17.501,-16.64,>13.671,1.731,>11.94,SN II,0.01524,85.74907441,0.063
ZTF18abdfwur,SN2018eps,16:20:43.15,+65:38:20.8,308.70,g,18.4135,-19.10,20.317,7.74,12.577,SN Ia,0.07,39.77532992,0.071
ZTF18abdffeo,SN2018dbg,14:17:58.84,+26:24:44.5,306.67,r,17.525,-16.54,16.174,8.117,8.057,SN Ib/c,0.01479,70.69369753,0.056
ZTF18abdiwpt,SN2018ddg,14:12:18.26,+62:38:34.7,320.77,r,17.8692,-19.68,28.172,17.595,10.577,SN Ia,0.073,52.07090797,0.045
ZTF18abdfydj,SN2018dzr,17:02:22.57,+57:45:05.1,306.81,g,18.3819,-19.11,25.88,5.84,20.04,SN Ia,0.07,37.09955145,0.056
ZTF18abdkkwa,SN2018dgx,17:48:05.32,+52:13:25.4,326.79,r,18.098,-17.19,28.725,20.407,8.318,SN Ic,0.02531,30.6106666,0.113
ZTF18abcvush,SN2018dcn,17:06:44.03,+18:21:25.3,305.84,r,18.1142,-18.72,21.458,10.633,10.825,SN Ia,0.05,31.07970866,0.185
ZTF18abeajml,SN2018dfc,16:48:07.76,+24:18:14.7,314.75,g,17.8776,-18.40,30.615,8.635,21.98,SN II,0.03651,37.10867277,0.233
ZTF18abecbks,SN2018ddu,16:35:46.53,+71:41:15.1,312.74,r,17.898,-17.80,32.828,8.865,23.963,SN Ic,0.03048,36.08047123,0.121
ZTF18abdrmin,SN2018der,14:48:05.63,+63:13:00.1,315.68,g,17.8392,-18.99,22.869,6.951,15.918,SN Ia,0.05154,49.22412413,0.068
ZTF18abeecwe,SN2018dje,17:52:50.55,+21:22:57.5,318.77,r,17.2297,-19.15,26.407,8.452,17.955,SN Ia,0.04,22.07562312,0.228
ZTF18abdrbqp,SN2018dcw,13:25:37.13,+36:23:03.9,307.73,g,17.8291,-16.78,43.409,4.844,38.565,SN IIP,0.019,78.24443883,0.035
ZTF18abetehf,SN2018dvb,15:33:56.91,+31:10:11.3,320.67,g,18.1546,-19.19,21.743,10.311,11.432,SN Ia,0.06487,54.48449273,0.073
ZTF18abffyqp,SN2018dfi,16:50:50.08,+45:23:52.4,308.72,g,18.1386,-17.59,7.182,1.117,6.065,SN II,0.03130,39.68391077,0.06
ZTF18abfgygp,SN2018ead,18:17:21.46,+54:32:14.7,323.89,g,18.0213,-19.54,23.166,11.361,11.805,SN Ia,0.07,26.60895316,0.114
ZTF18abfhryc,SN2018dhw,18:59:57.55,+72:16:02.2,323.91,g,16.6437,-19.38,25.918,9.345,16.573,SN Ia,0.0323,25.10292873,0.245
ZTF18abdkimx,SN2018dyq,16:31:11.00,+60:35:51.8,312.83,g,18.4892,-19.28,21.528,8.047,13.481,SN Ia,0.08,40.41076113,0.042
ZTF18abetejo,SN2018dvd,13:54:34.54,+42:46:28.5,311.74,g,18.2859,-19.17,>8.916,3.986,>4.93,SN Ia,0.07,69.76987746,0.029
ZTF18abfzhct,SN2018dxt,16:58:53.61,+45:17:19.9,325.74,r,17.8832,-18.35,21.176,11.196,9.98,SN Ic,0.04,38.26635894,0.049
ZTF18abespgb,SN2018dyg,14:27:12.78,+16:51:45.7,315.74,r,18.1936,-18.54,23.694,5.693,18.001,SN Ia,0.05,65.60176016,0.062
ZTF18abgmcmv,SN2018eay,18:16:13.08,+55:35:27.1,332.81,r,16.3722,-18.24,26.344,13.644,12.7,SN Ia-91T,0.01850,26.9481794,0.129
ZTF18aawurud,SN2018eaz,18:42:55.23,+50:39:33.6,332.81,r,17.769,-19.04,29.558,15.487,14.071,SN Ia,0.05,21.93902768,0.153
ZTF18aailmnv,SN2018ebo,14:16:48.49,+58:29:07.4,324.78,g,18.1829,-19.57,23.992,6.743,17.249,SN Ia,0.08,55.28933797,0.027
ZTF18abimsyv,SN2018eni,18:19:11.77,+54:05:19.3,332.70,g,18.4877,-19.49,24.614,8.881,15.733,SN Ia,0.085,26.26413283,0.106
ZTF18abixkjh,SN2018ecp,15:30:21.22,+27:37:46.2,327.67,g,18.0429,-19.51,23.823,7.838,15.985,SN Ia,0.07,54.87310648,0.105
ZTF18abjgyyr,SN2018efe,20:39:39.94,+13:08:08.6,332.84,r,17.9895,-18.94,23.874,8.362,15.512,SN Ia,0.05,-16.89465787,0.298
ZTF18abjtgdo,SN2018epj,15:04:23.61,+61:37:17.2,336.74,g,18.3637,-19.22,19.932,5.92,14.012,SN Ia,0.07393,49.02436543,0.035
ZTF18abjvhec,SN2018emv,15:05:30.43,+30:54:36.8,337.68,g,17.5469,-19.50,31.749,6.787,24.962,SN Ia,0.0569,60.55791049,0.065
ZTF18abjrfqx,SN2018elj,22:08:23.38,+11:22:45.4,340.88,r,17.5849,-18.87,22.077,10.699,11.378,SN Ia,0.04,-34.81172452,0.315
ZTF18abkhcrj,SN2018emi,17:06:36.32,+24:32:43.1,343.66,r,17.4105,-18.80,25.771,10.314,15.457,SN Ia,0.03823,33.15817212,0.141
ZTF18abkhcwl,SN2018eml,15:46:07.10,+29:44:00.5,343.67,g,16.4134,-19.37,23.305,8.248,15.057,SN Ia,0.03164,51.73462848,0.089
ZTF18abkifng,SN2018ers,16:09:52.82,+65:56:18.5,340.83,g,18.4126,-19.63,25.996,6.255,19.741,SN Ia,0.088,40.65425816,0.096
ZTF18aasprui,SN2018euz,16:14:33.80,+36:56:36.1,346.66,g,17.363,-18.77,22.441,6.44,16.001,SN Ia,0.038,46.36960918,0.045
ZTF18abktphg,SN2018esa,22:41:02.81,+20:43:31.9,343.88,g,18.2143,-19.38,23.675,11.07,12.605,SN Ia,0.07,-32.67677553,0.139
ZTF18ablmflp,SN2018etj,14:04:23.16,+60:01:28.0,348.69,r,17.9035,-18.43,>39.423,12.503,>26.92,SN Ia,0.042,54.81761228,0.037
ZTF18abkjnqy,SN2018erw,15:35:48.14,+21:44:19.7,346.67,r,17.9388,-17.28,>34.911,15.941,>18.97,SN Ic,0.02418,52.36686344,0.151
ZTF18ablhvfr,SN2018fcd,15:40:11.07,+61:31:48.0,344.66,g,18.404,-19.50,24.43,7.284,17.146,SN Ia,0.085,45.65954216,0.041
ZTF18ablqlzp,SN2018fbh,15:36:31.98,+41:47:59.5,350.65,r,17.408,-18.94,24.185,9.167,15.018,SN Ia,0.0414,53.37597097,0.091
ZTF18abgkjff,SN2018dyz,15:10:40.48,+08:34:27.5,331.69,r,17.2875,-19.25,26.87,9.576,17.294,SN Ia,0.045,52.23675002,0.098
ZTF18abltaxf,SN2018eyh,14:54:37.12,+69:38:54.4,344.67,g,18.2475,-18.93,21.955,4.974,16.981,SN Ia,0.06,43.89984198,0.075
ZTF18abltfho,SN2018fdt,17:04:44.33,+38:14:08.0,362.66,r,18.3157,-18.66,>42.356,15.366,>26.99,SN IIn,0.055,36.58643609,0.096
ZTF18ablwtkf,SN2018ezz,18:37:51.86,+51:50:16.8,348.84,g,17.6533,-19.31,17.72,7.016,10.704,SN Ia,0.053,23.02154253,0.13
ZTF18abmkaps,SN2018fgq,16:58:28.02,+11:28:35.8,356.73,r,17.9956,-19.71,22.46,7.55,14.91,SN Ia-91T,0.074,30.22895489,0.193
ZTF18abmmdif,SN2018fec,18:00:35.19,+61:41:51.8,352.85,g,18.2741,-19.42,23.343,8.336,15.007,SN Ia,0.075,29.62605707,0.099
ZTF18abmmkaz,SN2018fdz,18:15:18.53,+29:54:38.6,352.71,g,18.092,-19.53,27.204,8.222,18.982,SN Ia,0.065,20.39485075,0.301
ZTF18abmxahs,SN2018feb,17:10:11.17,+21:38:56.6,362.71,g,15.1605,-19.06,24.363,9.007,15.356,SN Ia,0.0148,31.46021676,0.166
ZTF18abmxfrc,SN2018fin,16:51:00.82,+25:52:33.5,359.71,r,18.1032,-19.17,29.645,10.779,18.866,SN Ia,0.06,36.91758955,0.226
ZTF18abmxdhb,SN2018fjv,16:45:29.82,+65:14:20.3,359.64,g,18.3037,-19.19,25.653,7.597,18.056,SN Ia,0.07,37.49900101,0.062
ZTF18abnxhmc,SN2018fja,21:59:01.81,+11:06:13.1,363.77,r,18.488,-19.28,26.302,11.283,15.019,SN Ia,0.076,-33.3555824,0.195
ZTF18abobkii,SN2018flg,16:14:46.97,+43:18:18.8,359.72,r,18.1656,-18.94,24.114,9.15,14.964,SN Ia,0.0597,46.20098344,0.037
ZTF18abokyfk,SN2018fif,00:09:26.55,+47:21:14.7,367.86,r,17.5416,-17.05,37.005,14.467,22.538,SN II,0.01718,-14.91814821,0.299
ZTF18abncimo,SN2018fjx,22:27:36.80,+22:53:43.1,361.89,g,17.7979,-19.34,21.258,7.869,13.389,SN Ia,0.05684,-29.0949308,0.144
ZTF18abmjvpb,SN2018fli,15:58:11.68,+19:45:54.6,360.75,r,18.3411,-19.05,>25.622,12.742,>12.88,SN Ia,0.06607,46.7796055,0.109
ZTF18abpamut,SN2018fqe,15:38:03.00,+51:21:37.3,368.72,g,18.4898,-19.10,23.913,10.969,12.944,SN Ia,0.074,50.47927929,0.04
ZTF18abpaywm,SN2018fne,18:31:33.44,+49:48:58.0,370.77,r,17.6336,-18.99,23.914,11.986,11.928,SN Ia,0.045,23.46040887,0.209
ZTF18abpmmpo,SN2018fnd,16:47:54.59,+42:58:07.7,365.72,g,18.1241,-19.51,25.429,7.973,17.456,SN Ia,0.075,40.16995473,0.049
ZTF18abrlljc,SN2018fso,16:52:44.18,+70:05:17.6,366.72,g,18.282,-18.52,>74.311,7.421,>66.89,SN IIP,0.05,35.36553076,0.102
ZTF18abrqedj,SN2018fqz,06:52:21.45,+27:28:14.6,375.02,r,17.0771,-19.11,25.914,8.968,16.946,SN Ia,0.03674,12.32837426,0.21
ZTF18abmwnov,SN2018fiw,00:15:01.84,+34:48:41.1,364.82,r,17.8225,-18.89,24.906,9.967,14.939,SN Ia,0.04777,-27.46445139,0.16
ZTF18abqyvzy,SN2018fpb,23:59:42.81,+34:20:39.9,376.86,r,16.3394,-17.84,33.165,15.782,17.383,SN II,0.0148,-27.31876061,0.19
ZTF18abrzeym,SN2018ftt,17:36:27.05,+22:29:26.0,373.65,r,18.4246,-18.69,19.487,9.493,9.994,SN Ia,0.056,26.02124853,0.216
ZTF18absdgon,SN2018frx,17:23:49.80,+46:18:05.4,379.72,r,18.2888,-19.63,>22.102,13.122,>8.98,SN Ia,0.085,33.98853273,0.075
ZTF18absspcp,SN2018fvl,21:01:12.28,+14:29:07.5,374.67,r,18.3805,-19.14,25.838,8.941,16.897,SN Ia,0.0658,-20.37671287,0.275
ZTF18absnqyo,SN2018fvw,21:02:20.24,+19:57:46.3,379.77,r,18.0164,-18.52,>21.784,12.824,>8.96,SN Ia,0.04,-17.25010546,0.41
ZTF18abukavn,SN2018gep,16:43:48.20,+41:02:43.3,374.70,g,15.9301,-19.81,9.325,3.233,6.092,SN Ic-BL,0.032,40.85979056,0.029
ZTF18abvptts,SN2018gqi,22:12:52.77,+33:02:50.9,388.75,r,17.7682,-19.12,>20.953,8.943,>12.01,SN Ia-pec,0.05,-19.01476523,0.244
ZTF18abzrgim,SN2018gvt,23:07:32.54,+23:00:20.9,469.59,r,17.9605,-17.33,>106.345,81.305,>25.04,SN II,0.02081,-33.93466584,0.629
ZTF18acbuemc,SN2018hsc,01:14:44.70,+04:06:25.3,434.70,r,18.4993,-17.91,56.19,21.341,34.849,SN II,0.043,-58.26147681,0.072
ZTF18acbwasc,SN2018hfc,11:01:58.58,+45:13:39.2,447.98,r,17.6647,-17.03,>79.932,>24,55.932,SN IIP,0.02,61.68772416,0.024
ZTF18acbwaxk,SN2018hna,12:26:12.08,+58:18:50.8,503.03,r,13.9583,-16.13,61.205,48.696,12.509,SN II,0.0024,58.50239359,0.031
ZTF18acbwfza,AT2018hso,11:33:51.93,+53:07:07.4,433.05,r,18.4834,-12.66,17.712,7.452,10.26,LRN,0.0039,60.29215295,0.031
ZTF18acbvcmw,SN2018huc,02:22:19.35,-12:09:10.9,437.79,r,18.1333,-19.43,37.601,16.792,20.809,SN Ia,0.073,-63.96402334,0.059
ZTF18acbvgqw,SN2018htt,03:06:02.90,-15:36:41.7,441.75,g,13.9113,-19.07,25.333,10.316,15.017,SN Ia,0.00867,-56.74296387,0.101
ZTF18acbxmvy,SN2018hzd,23:37:00.95,+21:25:53.3,437.73,g,17.9445,-18.89,32.303,11.435,20.868,SN Ia,0.05,-38.20962105,0.123
ZTF18aaklpdo,SN2018hvf,11:49:48.19,+25:39:02.0,434.99,r,17.1605,-19.39,19.55,8.327,11.223,SN Ia,0.046,76.12703726,0.058
ZTF18acbxsap,SN2018htn,00:28:57.01,-03:38:35.6,435.77,r,17.9546,-19.86,40.144,19.522,20.622,SN Ia,0.08,-65.90805,0.121
ZTF18acbxsge,SN2018huw,00:39:12.22,-05:12:02.5,443.84,r,16.6615,-19.35,28.275,12.572,15.703,SN Ia,0.034,-67.87947606,0.212
ZTF18acbyyff,SN2018huz,01:57:55.93,-16:20:08.6,435.77,r,18.0672,-19.42,19.377,17.076,2.301,SN Ia,0.07,-71.19421129,0.074
ZTF18accrorf,SN2018hzx,01:08:39.11,+20:04:47.6,437.73,g,17.496,-18.83,24.647,8.408,16.239,SN Ia,0.04,-42.60802271,0.107
ZTF18accnmri,SN2018hij,08:24:30.55,+18:36:15.1,447.92,r,18.2249,-16.55,>76.602,>21.92,54.682,SN IIP,0.01969,28.59878233,0.156
ZTF18acebssa,SN2018hxf,04:22:17.96,-05:28:05.7,434.89,g,17.2964,-18.39,22.498,6.63,15.868,SN II,0.0296,-35.45984871,0.125
ZTF18accndxn,SN2018igt,13:04:28.98,+79:03:02.1,438.06,r,17.1889,-18.61,31.099,7.504,23.595,SN Ia,0.032,38.05789773,0.115
ZTF18accwjiu,SN2018icr,10:26:30.94,+15:20:27.1,442.91,r,16.9998,-18.86,26.5,9.87,16.63,SN Ia,0.03282,54.38621376,0.118
ZTF18acemhyb,SN2018iko,07:56:34.14,+30:10:35.8,436.01,r,18.0259,-18.93,23.318,6.666,16.652,SN Ia,0.054,26.41861045,0.13
ZTF18acdvvgx,SN2018ino,11:26:42.52,+20:43:37.0,443.98,r,17.3619,-17.46,>66.979,>15.98,50.999,SN II,0.02094,69.64007322,0.053
ZTF18acgvgiq,SN2018fru,13:36:03.78,+66:18:04.4,433.05,r,16.6542,-16.63,26.686,0.885,25.801,SN II,0.01026,50.21801585,0.079
ZTF18acefxko,SN2018ilf,08:36:45.61,+13:28:13.5,443.96,r,18.0828,-19.14,27.837,11.938,15.899,SN Ia,0.06,29.34805191,0.168
ZTF18acfwmqj,SN2018ikb,02:21:46.45,+31:42:50.7,441.77,g,18.1897,-18.86,30.913,8.281,22.632,SN Ia,0.053,-27.34437289,0.195
ZTF18acefuhk,SN2018jah,09:07:10.47,+43:55:14.8,465.03,r,18.4911,-18.52,47.478,24.546,22.932,SN II,0.057,42.38927182,0.051
ZTF18aceynvm,SN2018iqt,10:15:30.15,+37:59:00.0,448.04,r,17.9717,-18.91,25.471,11.277,14.194,SN Ia,0.054,55.68027412,0.039
ZTF18achcpwu,SN2018ise,07:07:16.74,+64:03:41.8,456.00,r,18.414,-18.58,47.997,14.751,33.246,SN Ic,0.0552,25.90866163,0.112
ZTF18acnbenl,SN2018itn,11:19:59.81,+61:58:55.0,450.97,g,18.1857,-19.10,23.092,11.705,11.387,SN Ia,0.065,51.97836236,0.021
ZTF18acnbgpw,SN2018iqo,13:37:48.82,+41:21:52.1,451.01,g,17.6172,-19.30,>29.162,>12.99,16.172,SN Ia-91T,0.055,72.874539,0.019
ZTF18acqqyah,SN2018iuu,11:27:21.22,+59:37:48.2,461.97,g,15.3696,-19.02,23.335,11.371,11.964,SN Ia,0.01706,54.43241947,0.045
ZTF18acqwdla,SN2018iuq,07:05:53.43,+12:53:34.6,455.95,r,16.9289,-18.63,76.49,8.493,67.997,SN II,0.028,8.99904326,0.172
ZTF18acqxsyi,SN2018ize,09:39:28.61,+26:55:56.7,455.98,r,18.3452,-18.91,26.56,11.117,15.443,SN Ia,0.0636,47.52424501,0.054
ZTF18acmyxfx,SN2018itr,04:30:18.82,-05:42:11.1,447.88,r,18.459,-18.73,34.53,6.563,27.967,SN Ia,0.06,-33.83580646,0.123
ZTF18acrcyqw,SN2018jee,07:23:14.64,+56:31:30.3,450.95,g,17.8878,-18.50,32.23,2.229,30.001,SN IIb,0.04,26.63204784,0.158
ZTF18acrheel,SN2018jbs,13:55:39.69,+58:02:35.5,450.99,g,17.4216,-19.65,7.955,2.648,5.307,SN Ibn,0.059,57.09343971,0.02
ZTF18acrcizr,SN2018jfh,01:23:18.95,+22:11:50.9,456.71,r,17.7949,-18.78,24.566,8.616,15.95,SN Ia,0.045,-40.07570418,0.148
ZTF18acrdmmw,SN2018jfb,11:27:27.26,+33:37:02.3,461.97,g,17.3002,-19.45,23.331,7.565,15.766,SN Ia,0.05,70.80178642,0.055
ZTF18acrgunw,SN2018joe,09:12:48.50,+36:13:41.0,462.02,r,18.2998,-19.72,27.817,10.02,17.797,SN Ia,0.09,43.21859585,0.046
ZTF18acrtvmm,SN2018jfp,03:17:56.27,-00:10:10.7,456.75,r,17.6517,-17.54,34.174,7.031,27.143,SN II,0.02345,-45.69349836,0.199
ZTF18acrxppd,SN2018jfn,10:26:03.38,+64:50:12.0,464.99,g,16.8325,-19.28,20.558,6.844,13.714,SN Ia,0.03781,45.84981468,0.031
ZTF18acpsrtc,SN2018jdo,02:17:48.70,+35:48:29.1,455.80,r,18.3718,-17.90,>20.675,11.715,>8.96,SN IIn,0.039,-23.84878363,0.165
ZTF18acdyypo,SN2018jrv,00:48:03.08,+16:00:58.1,468.80,g,17.5302,-19.35,23.648,10.849,12.799,SN Ia,0.0502,-46.84778808,0.153
ZTF18acslpba,SN2018jpn,02:44:08.21,-09:27:05.9,462.77,r,16.8495,-18.78,21.683,6.755,14.928,SN Ia,0.03013,-58.07753332,0.066
ZTF18acsxusq,SN2018jjn,01:13:26.71,+14:28:53.3,462.78,r,18.1024,-18.96,27.864,10.887,16.977,SN Ia,0.056,-48.04879076,0.155
ZTF18acsyzca,SN2018jky,03:26:02.14,-17:33:46.5,468.77,r,15.3306,-18.76,18.333,6.246,12.087,SN Ia,0.01458,-53.15490403,0.121
ZTF18acsxwdi,SN2018jkq,01:09:31.51,+29:19:52.8,481.80,r,18.0795,-20.66,75.41,23.04,52.37,SLSN-II,0.1193,-33.37444922,0.165
ZTF18actuhrs,SN2018evt,13:46:39.18,-09:38:36.0,477.04,r,16.2186,-19.40,>178.155,>8,170.155,SN Ia-CSM,0.029,50.86729987,0.156
ZTF18acrncou,SN2018jgz,09:34:58.55,+32:05:31.4,472.03,r,17.9406,-19.82,45.139,16.157,28.982,SN Ia,0.08,47.3725301,0.053
ZTF18acspjqd,SN2018joo,07:17:31.10,+37:41:49.2,471.77,r,18.4265,-19.47,32.858,16.473,16.385,SN Ia,0.08,21.02607403,0.209
ZTF18acuqskr,SN2018jrb,08:09:33.69,+15:31:10.5,472.93,r,18.2257,-18.27,32.023,12.175,19.848,SN II,0.0446,24.12292641,0.072
ZTF18acusrws,SN2018kdx,12:08:03.35,+39:14:42.3,481.02,g,16.9052,-18.90,26.883,12.936,13.947,SN Ia,0.032,74.88638662,0.084
ZTF18acslbve,SN2018jpk,01:36:14.54,+16:42:04.9,475.65,r,18.3505,-18.55,29.2,17.005,12.195,SN Ia,0.05,-44.84272641,0.26
ZTF18acsofdh,SN2018jrk,07:31:50.59,+77:36:19.4,465.72,g,18.1978,-19.63,22.803,9.686,13.117,SN Ia,0.08,28.61111608,0.09
ZTF18acsyanq,SN2018jpo,01:23:50.92,+10:51:32.3,472.67,g,17.5958,-19.67,21.034,10.465,10.569,SN Ia,0.06,-51.20758741,0.155
ZTF18acszaiy,SN2018jpq,02:29:14.69,-05:36:11.8,481.80,r,17.902,-17.72,77.194,18.376,58.818,SN II,0.03,-58.30055783,0.071
ZTF18acszayr,SN2018jkb,02:21:09.79,-04:04:23.7,469.67,g,17.0066,-17.85,34.098,9.735,24.363,SN II,0.021,-58.53511995,0.056
ZTF18acrlmvt,SN2018jjp,04:31:45.54,+79:27:01.8,462.80,r,18.2989,-20.00,30.083,11.93,18.153,SN Ia,0.092,20.79378821,0.329
ZTF18acuixmb,SN2018jsy,02:19:15.55,+16:45:39.7,476.80,r,18.1938,-19.03,25.348,13.467,11.881,SN Ia,0.057,-41.21421395,0.307
ZTF18acurlbj,SN2018jnf,11:50:42.76,+24:41:23.1,472.01,g,17.4473,-19.32,25.905,12.055,13.85,SN Ia,0.05,76.13785582,0.067
ZTF18acusbdy,SN2018jts,07:14:14.90,+37:27:50.1,475.01,g,18.1528,-19.49,28.251,12.256,15.995,SN Ia,0.07,20.33764812,0.181
ZTF18acusbyf,SN2018jmo,06:51:20.45,+45:38:40.5,474.79,r,16.4696,-18.44,26.039,9.982,16.057,SN Ia,0.02,19.01248599,0.274
ZTF18acuscrr,SN2018jst,08:12:31.24,+38:25:00.2,473.00,g,18.4904,-19.05,28.025,9.987,18.038,SN Ia,0.07,31.66334969,0.1
ZTF18acvguyi,SN2018jtj,12:41:03.43,+08:04:21.8,483.02,g,17.347,-19.19,24.753,14.751,10.002,SN Ia,0.045,70.78641175,0.071
ZTF18acvwbos,SN2018kbe,14:16:27.53,+65:31:30.5,477.03,r,17.119,-18.49,22.793,12.79,10.003,SN Ia,0.03,49.34505189,0.049
ZTF18acwwonp,SN2018khw,13:29:31.24,+61:26:11.6,487.01,r,16.9681,-18.71,20.431,10.692,9.739,SN Ia,0.03128,55.10042522,0.033
ZTF18acwwowy,SN2018kxz,12:02:18.66,+59:15:24.2,481.01,g,17.5368,-19.41,30.706,7.864,22.842,SN Ia,0.05516,56.76678324,0.04
ZTF18acxyarg,SN2018kij,08:00:26.41,+42:49:17.2,486.97,r,17.4082,-19.02,29.191,9.587,19.604,SN Ia,0.04205,30.23342465,0.149
ZTF18acvwmpw,SN2018kgb,11:49:28.07,+29:10:30.2,483.00,g,18.0257,-19.77,23.541,11.569,11.972,SN Ia,0.08,76.19833273,0.064
ZTF18acwutbr,SN2018kfv,05:50:34.64,+13:17:57.1,487.74,r,17.1402,-17.01,30.623,13.569,17.054,SN Ia,0.011,-7.03146166,0.927
ZTF18acwyowc,SN2018kfd,13:47:48.66,+35:03:31.6,483.04,g,17.9961,-19.65,24.776,10.135,14.641,SN Ia,0.076,75.58288451,0.036
ZTF18acynmcp,SN2018kil,00:29:09.23,-00:06:19.3,472.68,g,18.04,-19.41,22.247,7.317,14.93,SN Ia,0.0686,-62.45165793,0.06
