ZTF_Name,Version,subject_ids,Ia,Ia-norm,Ia-91T,Ia-91bg,Ia-csm,Ia-02cx,Ia-03fg,Ib,Ib-norm,IIb,Ibn,Ic,Ic-norm,Ic-BL,Ic-SLSN,II,II-norm,IIn,NotSN,AGN,Gal,LBV,M-star,QSO,C-star,TDE,NoMatch,rlap,z,Class,redshift,col4,col5,col6,col7,col9
ZTF18acxgoki,ZTF18acxgoki_20190809_P60_v1.ascii,53625994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,21.26,0.0389,Ic,0.036,,2458704.5,2459857.16,-1152.66,1
ZTF18acxgqxq,ZTF18acxgqxq_20190104_Keck1_v1.ascii,53625995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7.71,0.2761,SLSN-I,0.27,,2458487.5,2459872.17,-1384.67,1
ZTF18acxgqxq,ZTF18acxgqxq_20190107_P200_v2.ascii,53625996,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0.6079,SLSN-I,0.27,,2458490.5,2459872.17,-1381.67,1
ZTF18acxgqxq,ZTF18acxgqxq_20190702_Keck1_v1.ascii,53625997,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0.2733,SLSN-I,0.27,,2458666.5,2459872.17,-1205.67,1
ZTF18acxgqxq,ZTF18acxgqxq_20191121_Keck1_v1.ascii,53625998,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0.267,SLSN-I,0.27,,2458808.5,2459872.17,-1063.67,1
ZTF18acxhvkv,ZTF18acxhvkv_20181227_P60_v1.ascii,53625999,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.68,0.0251,Ia,0.025,,2458479.5,2459858.34,-1378.84,1
ZTF18acxhvzb,ZTF18acxhvzb_20190212_P200_v1.ascii,53626000,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,2,0,0,0,9.86,0.1033,AGN,0.096,,2458526.5,2459892.27,-1365.77,0
ZTF18acxijqw,ZTF18acxijqw_20181221_P60_v1.ascii,53626001,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0.067,Ia,0.08,,2458473.5,2459863.33,-1389.83,0
ZTF18acxijqw,ZTF18acxijqw_20190101_WHT_v1.ascii,53626002,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.91,0.083,Ia,0.08,,2458484.5,2459863.33,-1378.83,0
ZTF18acxwtyx,ZTF18acxwtyx_20181220_P60_v1.ascii,53626003,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.59,0.0935,Ia,0.094,,2458472.5,2459854.49,-1381.99,1
ZTF18acxyarg,ZTF18acxyarg_20181217_Gemini_N_v1.ascii,53626004,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3.92,0.0055,Ia,0.042,0.04091,2458469.5,2459868.5,-1399.0,1
ZTF18acxyarg,ZTF18acxyarg_20181221_P60_v1.ascii,53626005,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.16,0.2797,Ia,0.042,0.04091,2458473.5,2459868.5,-1395.0,1
ZTF18acxyarg,ZTF18acxyarg_20181227_P200_v1.ascii,53626006,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.33,0.0425,Ia,0.042,0.04091,2458479.5,2459868.5,-1389.0,1
ZTF18acxzrgc,ZTF18acxzrgc_20181228_P60_v1.ascii,53626007,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66,0.098,-,,,2458480.5,2459858.58,-1378.08,0
ZTF18acyarki,ZTF18acyarki_20181219_P60_v1.ascii,53626008,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.88,0.0346,Ia,0.029,0.026218,2458471.5,2459854.52,-1383.02,1
ZTF18acyawjf,ZTF18acyawjf_20190102_APO_v1.ascii,53626009,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96,0.0874,Ia,0.088,,2458485.5,2459863.55,-1378.05,1
ZTF18acyawjf,ZTF18acyawjf_20190104_Keck1_v1.ascii,53626010,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72,0.0878,Ia,0.088,,2458487.5,2459863.55,-1376.05,1
ZTF18acybdar,ZTF18acybdar_20181229_P60_v1.ascii,53626011,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88,0.0661,Ia,0.066,,2458481.5,2459868.57,-1387.07,1
ZTF18acyctqi,ZTF18acyctqi_20181229_P60_v1.ascii,53626012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4.67,0.0387,Ia,0.076,,2458481.5,2459854.57,-1373.07,0
ZTF18acyctqi,ZTF18acyctqi_20181229_P60_v2.ascii,53626013,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.37,0.0756,Ia,0.076,,2458481.5,2459854.57,-1373.07,0
ZTF18acynjhj,ZTF18acynjhj_20181221_P60_v1.ascii,53626014,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.51,0.7386,IIP,0.04252,0.04252,2458473.5,2458471.64,1.86,2
ZTF18acynmcp,ZTF18acynmcp_20181222_P60_v1.ascii,53626015,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45,0.0702,Ia,0.069,0.068564,2458474.5,2459854.21,-1379.71,1
ZTF18acynoro,ZTF18acynoro_20181223_P60_v1.ascii,53626016,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88,0.0649,Ia,0.064,,2458475.5,2459864.22,-1388.72,0
ZTF18acyocrv,ZTF18acyocrv_20181229_P60_v1.ascii,53626017,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,0.0144,bogus,0.02078,,2458481.5,2459848.24,-1366.74,0
ZTF18acyvays,ZTF18acyvays_20191023_P60_v1.ascii,53626018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10.84,0.0382,bogus?,0.04011,,2458779.5,2460287.2,-1507.7,0
ZTF18acyxnyw,ZTF18acyxnyw_20190121_LT_v1.ascii,53626019,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,5.45,0.1165,SLSN-I,0.108,,2458504.5,2459890.58,-1386.08,0
ZTF18acyxnyw,ZTF18acyxnyw_20190126_P200_v1.ascii,53626020,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51,0.2503,SLSN-I,0.108,,2458509.5,2459890.58,-1381.08,0
ZTF18acyxnyw,ZTF18acyxnyw_20190315_P200_v1.ascii,53626021,0,0,0,0,0,0,0,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55,0.1027,SLSN-I,0.108,,2458557.5,2459890.58,-1333.08,0
ZTF18acyxnyw,ZTF18acyxnyw_20190318_P60_v1.ascii,53626022,0,0,0,0,0,0,0,0,6,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6.66,0.103,SLSN-I,0.108,,2458560.5,2459890.58,-1330.08,0
ZTF18acyxnyw,ZTF18acyxnyw_20190322_NOT_v1.ascii,53626023,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,0.1108,SLSN-I,0.108,,2458564.5,2459890.58,-1326.08,0
ZTF18acyxnyw,ZTF18acyxnyw_20190325_P60_v1.ascii,53626024,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07,0.1041,SLSN-I,0.108,,2458567.5,2459890.58,-1323.08,0
ZTF18acyxnyw,ZTF18acyxnyw_20190412_Keck1_v1.ascii,53626025,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02,0.1136,SLSN-I,0.108,,2458585.5,2459890.58,-1305.08,0
ZTF18acyxnyw,ZTF18acyxnyw_20190427_P200_v1.ascii,53626026,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.97,0.1124,SLSN-I,0.108,,2458600.5,2459890.58,-1290.08,0
ZTF18acyxnyw,ZTF18acyxnyw_20190702_Keck1_v1.ascii,53626027,0,1,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0.3006,SLSN-I,0.108,,2458666.5,2459890.58,-1224.08,0
ZTF18acyxnyw,ZTF18acyxnyw_20200124_Keck1_v1.ascii,53626028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,11.99,0.1076,SLSN-I,0.108,,2458872.5,2459890.58,-1018.08,0
ZTF18acyybvg,ZTF18acyybvg_20190126_P200_v1.ascii,53626029,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,11,0,0,0,0,0,0,0,0,0,9.65,0.0377,IIP,0.032,,2458509.5,2459873.56,-1364.06,0
ZTF18acyyefr,ZTF18acyyefr_20181229_P60_v1.ascii,53626030,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5.87,0.0265,-,0.0209,,2458481.5,2459868.55,-1387.05,0
ZTF18acyyefr,ZTF18acyyefr_20190126_P200_v2.ascii,53626031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,16.91,0.0209,-,0.0209,,2458509.5,2459868.55,-1359.05,0
ZTF18acyyhgi,ZTF18acyyhgi_20181220_P60_v1.ascii,53626032,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.27,0.2973,Ia,0.037,,2458472.5,2459863.58,-1391.08,0
ZTF18acyyhgi,ZTF18acyyhgi_20181227_P200_v1.ascii,53626033,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.82,0.0377,Ia,0.037,,2458479.5,2459863.58,-1384.08,0
ZTF18aczbgpm,ZTF18aczbgpm_20181224_P60_v1.ascii,53626034,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96,0.054,Ia,0.054,,2458476.5,2459869.16,-1392.66,1
ZTF18aczbkqp,ZTF18aczbkqp_20181222_P60_v1.ascii,53626035,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,8.23,0.008,LBV,0.0125,,2458474.5,2459856.15,-1381.65,0
ZTF18aczbkqp,ZTF18aczbkqp_20181229_P60_v1.ascii,53626036,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,9.12,0.0108,LBV,0.0125,,2458481.5,2459856.15,-1374.65,0
ZTF18aczcsmg,ZTF18aczcsmg_20190103_P60_v1.ascii,53626037,0,0,1,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,5.49,0.0996,-,0.08506,,2458486.5,2459857.54,-1371.04,0
ZTF18aczcumi,ZTF18aczcumi_20181229_P60_v1.ascii,53626038,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0372,Ib/c,0.034,0.030001,2458481.5,2459862.47,-1380.97,1
ZTF18aczcumi,ZTF18aczcumi_20190104_Keck1_v1.ascii,53626039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15.99,0.0302,Ib/c,0.034,0.030001,2458487.5,2459862.47,-1374.97,1
ZTF18aczdapb,ZTF18aczdapb_20190102_APO_v1.ascii,53626040,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0.2563,Ia-02cx,0.04704,0.04704,2458485.5,2458481.92,3.58,2
ZTF18aczdapb,ZTF18aczdapb_20190112_P200_v1.ascii,53626041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,1,0,8.05,0.0487,Ia-02cx,0.04704,0.04704,2458495.5,2458481.92,13.58,2
ZTF18aczdetm,ZTF18aczdetm_20181228_LT_v1.ascii,53626042,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.76,0.0295,Ia,0.029,,2458480.5,2459869.52,-1389.02,1
ZTF18aczdetq,ZTF18aczdetq_20190212_P200_v1.ascii,53626043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,22.93,0.0355,NaN,0.03633,0.03633,2458526.5,2458487.93,38.57,2
ZTF18aczdtgn,ZTF18aczdtgn_20181229_P60_v1.ascii,53626044,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43,0.0698,Ia-91T,0.069,,2458481.5,2459869.45,-1387.95,1
ZTF18aczeesl,ZTF18aczeesl_20181224_P60_v1.ascii,53626045,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43,0.0162,Ia,0.016,,2458476.5,2459862.56,-1386.06,1
ZTF18aczemzj,ZTF18aczemzj_20181229_P60_v1.ascii,53626046,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.13,0.0546,Ia,0.048,0.049867,2458481.5,2459863.57,-1382.07,1
ZTF18aczemzj,ZTF18aczemzj_20190104_P60_v1.ascii,53626047,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.87,0.0602,Ia,0.048,0.049867,2458487.5,2459863.57,-1376.07,1
ZTF18aczenvx,ZTF18aczenvx_20190103_P60_v1.ascii,53626048,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04,0.1198,Ia,0.12,0.1182,2458486.5,2459864.53,-1378.03,1
ZTF18aczeraq,ZTF18aczeraq_20181224_P60_v1.ascii,53626049,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16,0.0676,-,0.0586,,2458476.5,2459869.61,-1393.11,0
ZTF18aczeraw,ZTF18aczeraw_20181228_P60_v1.ascii,53626050,0,1,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0.1799,-,,,2458480.5,2459854.57,-1374.07,0
ZTF18aczexlh,ZTF18aczexlh_20190301_P60_v1.ascii,53626051,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,2,0,0,0,0,0,0,8.43,0.024,AGN,0.0238,,2458543.5,2459963.43,-1419.93,0
ZTF18aczotxi,ZTF18aczotxi_20190104_P60_v1.ascii,53626052,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,0.0552,Ia,0.055,,2458487.5,2459869.16,-1381.66,1
ZTF18aczpgmi,ZTF18aczpgmi_20181231_P60_v1.ascii,53626053,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,4.86,0.2407,Ia,0.067,,2458483.5,2459864.21,-1380.71,1
ZTF18aczpgmi,ZTF18aczpgmi_20181231_P60_v2.ascii,53626054,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0.0671,Ia,0.067,,2458483.5,2459864.21,-1380.71,1
ZTF18aczqtpt,ZTF18aczqtpt_20181229_P60_v1.ascii,53626055,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24,0.0685,Ia,0.069,,2458481.5,2459865.17,-1383.67,0
ZTF18aczquaa,ZTF18aczquaa_20181224_LT_v1.ascii,53626056,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0.4648,CV?,,,2458476.5,2459857.14,-1380.64,0
ZTF18aczquaa,ZTF18aczquaa_20181224_P60_v1.ascii,53626057,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3.43,1.036,CV?,,,2458476.5,2459857.14,-1380.64,0
ZTF18aczquaa,ZTF18aczquaa_20181227_P200_v1.ascii,53626058,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28,0.6322,CV?,,,2458479.5,2459857.14,-1377.64,0
ZTF18aczquaa,ZTF18aczquaa_20181231_WHT_v1.ascii,53626059,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12,0.4455,CV?,,,2458483.5,2459857.14,-1373.64,0
ZTF18aczquaa,ZTF18aczquaa_20190104_Keck1_v1.ascii,53626060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,7.76,0.0011,CV?,,,2458487.5,2459857.14,-1369.64,0
ZTF18aczqzrj,ZTF18aczqzrj_20181224_P60_v1.ascii,53626061,0,1,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0.2842,Ic,0.033,0.042955,2458476.5,2459868.5,-1392.0,1
ZTF18aczqzrj,ZTF18aczqzrj_20181227_P200_v1.ascii,53626062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,6.97,0.0427,Ic,0.033,0.042955,2458479.5,2459868.5,-1389.0,1
ZTF18aczqzrj,ZTF18aczqzrj_20181227_P60_v1.ascii,53626063,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7.48,0.7497,Ic,0.033,0.042955,2458479.5,2459868.5,-1389.0,1
ZTF18aczqzrj,ZTF18aczqzrj_20181228_P60_v1.ascii,53626064,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47,0.6178,Ic,0.033,0.042955,2458480.5,2459868.5,-1388.0,1
ZTF18aczqzrj,ZTF18aczqzrj_20181228_P60_v2.ascii,53626065,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,5.0,0.2951,Ic,0.033,0.042955,2458480.5,2459868.5,-1388.0,1
ZTF18aczqzrj,ZTF18aczqzrj_20190103_P60_v1.ascii,53626066,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56,0.0477,Ic,0.033,0.042955,2458486.5,2459868.5,-1382.0,1
ZTF18aczqzrj,ZTF18aczqzrj_20190113_NOT_v1.ascii,53626067,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,15.47,0.0444,Ic,0.033,0.042955,2458496.5,2459868.5,-1372.0,1
ZTF18aczuooo,ZTF18aczuooo_20190315_P200_v1.ascii,53626068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,22.42,0.0929,IIn,0.094,,2458557.5,2459890.53,-1333.03,0
ZTF18aczzrkn,ZTF18aczzrkn_20181231_P60_v1.ascii,53626069,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.61,0.0424,Ia,0.042,,2458483.5,2459870.13,-1386.63,1
ZTF18adaadmh,ZTF18adaadmh_20190126_P200_v1.ascii,53626070,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.94,0.045,Ia,0.0445,,2458509.5,2459869.2,-1359.7,0
ZTF18adachwf,ZTF18adachwf_20181230_P60_v1.ascii,53626071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4.38,1.1795,IIP,0.02905,,2458482.5,2459869.58,-1387.08,0
ZTF18adachwf,ZTF18adachwf_20190103_P60_v1.ascii,53626072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7.13,0.0344,IIP,0.02905,,2458486.5,2459869.58,-1383.08,0
ZTF18adacicy,ZTF18adacicy_20181224_P60_v1.ascii,53626073,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,10.19,0.0412,II,0.039,,2458476.5,2459857.53,-1381.03,1
ZTF18adackbh,ZTF18adackbh_20190112_P200_v1.ascii,53626074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,5,0,0,0,0,0,0,9.54,0.0466,II,0.04762,0.04762,2458495.5,2458480.93,14.57,2
ZTF18adaifep,ZTF18adaifep_20180102_APO_v1.ascii,53626075,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.55,0.0322,Ia,0.035,,2458120.5,2459873.27,-1752.77,1
ZTF18adaifep,ZTF18adaifep_20181224_P60_v1.ascii,53626076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.03,0.853,Ia,0.035,,2458476.5,2459873.27,-1396.77,1
ZTF18adaifep,ZTF18adaifep_20190104_P60_v1.ascii,53626077,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.31,0.033,Ia,0.035,,2458487.5,2459873.27,-1385.77,1
ZTF18adaimlf,ZTF18adaimlf_20181229_P60_v1.ascii,53626078,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0.7352,-,0.0735,,2458481.5,2459868.17,-1386.67,0
ZTF18adaimlf,ZTF18adaimlf_20181231_WHT_v1.ascii,53626079,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0.0596,-,0.0735,,2458483.5,2459868.17,-1384.67,0
ZTF18adakhrq,ZTF18adakhrq_20181230_P60_v1.ascii,53626080,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0.7737,II,0.04509,0.04509,2458482.5,2458481.97,0.53,2
ZTF18adakhrq,ZTF18adakhrq_20190126_P200_v1.ascii,53626081,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,11.74,0.0424,II,0.04509,0.04509,2458509.5,2458481.97,27.53,2
ZTF18adakmnq,ZTF18adakmnq_20190126_P200_v1.ascii,53626082,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.96,0.0385,Ia,0.03887,0.03887,2458509.5,2458476.95,32.55,2
ZTF18adalarn,ZTF18adalarn_20190103_Lick_3-m_v1.ascii,53626083,0,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.63,0.0161,Ia,0.0274,,2458486.5,2459873.56,-1387.06,0
ZTF18adalgmc,ZTF18adalgmc_20181229_P60_v1.ascii,53626084,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.06,0.0367,Ia,0.032,0.034994,2458481.5,2459858.57,-1377.07,1
ZTF18adalgta,ZTF18adalgta_20181230_P60_v1.ascii,53626085,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6.68,0.4943,II,0.03409,0.03409,2458482.5,2458523.05,-40.55,2
ZTF18adalgta,ZTF18adalgta_20190126_P200_v1.ascii,53626086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,13.18,0.0341,II,0.03409,0.03409,2458509.5,2458523.05,-13.55,2
ZTF18adalhga,ZTF18adalhga_20190103_P60_v1.ascii,53626087,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4.81,0.586,II,0.054,0.042579,2458486.5,2459863.57,-1377.07,1
ZTF18adalhga,ZTF18adalhga_20190103_P60_v2.ascii,53626088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,6.64,0.054,II,0.054,0.042579,2458486.5,2459863.57,-1377.07,1
ZTF18adalhzq,ZTF18adalhzq_20190104_P60_v1.ascii,53626089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,7.68,0.0303,AGN,0.033,,2458487.5,2459874.53,-1387.03,0
ZTF18adaruzw,ZTF18adaruzw_20190112_P200_v1.ascii,53626090,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.12,0.0371,Ia,0.03537,,2458495.5,2459872.22,-1376.72,0
ZTF18adasisj,ZTF18adasisj_20181231_P60_v1.ascii,53626091,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96,0.0524,Ic,0.034,,2458483.5,2459889.25,-1405.75,0
ZTF18adasisj,ZTF18adasisj_20181231_WHT_v1.ascii,53626092,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12.15,0.0415,Ic,0.034,,2458483.5,2459889.25,-1405.75,0
ZTF18adasisj,ZTF18adasisj_20181231_WHT_v3.ascii,53626093,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.18,0.0454,Ic,0.034,,2458483.5,2459889.25,-1405.75,0
ZTF18adasisj,ZTF18adasisj_20190128_LT_v1.ascii,53626094,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11.94,0.0451,Ic,0.034,,2458511.5,2459889.25,-1377.75,0
ZTF18adasisj,ZTF18adasisj_20190211_NOT_v1.ascii,53626095,0,3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.64,0.0266,Ic,0.034,,2458525.5,2459889.25,-1363.75,0
ZTF18adasisj,ZTF18adasisj_20190220_NOT_v1.ascii,53626096,0,5,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.53,0.0398,Ic,0.034,,2458534.5,2459889.25,-1354.75,0
