,ZTF_Name,Version,subject_ids,Ia,Ia-norm,Ia-91T,Ia-91bg,Ia-csm,Ia-02cx,Ia-03fg,Ib,Ib-norm,IIb,Ibn,Ic,Ic-norm,Ic-BL,Ic-SLSN,II,II-norm,IIn,NotSN,AGN,Gal,LBV,M-star,QSO,C-star,TDE,NoMatch,rlap,z
375,ZTF18abbpeqo,ZTF18abbpeqo_20180627_P60_v1.ascii,53624233,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,0.0659
376,ZTF18abbpxik,ZTF18abbpxik_20180620_P60_v1.ascii,53624234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6.08,0.3055
377,ZTF18abbpxik,ZTF18abbpxik_20180621_P200_v2.ascii,53624235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,3.98,0.0479
378,ZTF18abbpxik,ZTF18abbpxik_20180621_P60_v1.ascii,53624236,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43,0.5676
379,ZTF18abbpyvk,ZTF18abbpyvk_20180623_P60_v1.ascii,53624240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7.4,0.0221
380,ZTF18abbqjds,ZTF18abbqjds_20180708_P60_v1.ascii,53624241,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.39,0.0928
381,ZTF18abbxisr,ZTF18abbxisr_20180816_P60_v1.ascii,53624243,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,0.5865
382,ZTF18abccqmd,ZTF18abccqmd_20180728_P60_v1.ascii,53624245,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5.96,1.1716
383,ZTF18abcdzyc,ZTF18abcdzyc_20180623_P60_v1.ascii,53624249,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5.88,0.0481
384,ZTF18abceakp,ZTF18abceakp_20180630_P60_v1.ascii,53624250,0,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,0.0266
385,ZTF18abceakp,ZTF18abceakp_20180702_P60_v1.ascii,53624251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4.33,0.3053
386,ZTF18abcecfi,ZTF18abcecfi_20180702_P60_v1.ascii,53624253,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.62,0.0789
387,ZTF18abceimg,ZTF18abceimg_20180708_P200_v2.ascii,53624254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11.01,0.0435
388,ZTF18abceitr,ZTF18abceitr_20180626_P60_v1.ascii,53624255,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03,0.2395
389,ZTF18abcezmh,ZTF18abcezmh_20180703_P60_v1.ascii,53624257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,10.62,0.0552
390,ZTF18abcezmh,ZTF18abcezmh_20180812_P200_v1.ascii,53624258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,15.76,0.0568
391,ZTF18abcfcoo,ZTF18abcfcoo_20180621_P60_v1.ascii,53624259,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,13.09,0.2937
392,ZTF18abcfdzu,ZTF18abcfdzu_20180719_P60_v2.ascii,53624260,0,3,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,0.5878
393,ZTF18abcfdzu,ZTF18abcfdzu_20180719_P60_v3.ascii,53624261,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39,0.5878
394,ZTF18abcfdzu,ZTF18abcfdzu_20180804_P200_v2.ascii,53624262,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04,0.1279
395,ZTF18abcfdzu,ZTF18abcfdzu_20180805_P60_v1.ascii,53624263,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.54,0.156
396,ZTF18abcfdzu,ZTF18abcfdzu_20180807_Keck1_v1.ascii,53624265,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.91,0.1277
397,ZTF18abcfdzu,ZTF18abcfdzu_20180807_NOT_v1.ascii,53624266,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39,0.144
398,ZTF18abcfdzu,ZTF18abcfdzu_20180818_NOT_v1.ascii,53624267,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17,0.1275
399,ZTF18abcfdzu,ZTF18abcfdzu_20180825_NOT_v2.ascii,53624268,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,0.1514
400,ZTF18abcfdzu,ZTF18abcfdzu_20180918_NOT_v1.ascii,53624269,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,8.64,0.1397
401,ZTF18abcfdzu,ZTF18abcfdzu_20180930_NOT_v1.ascii,53624270,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,8.75,0.1399
402,ZTF18abcfdzu,ZTF18abcfdzu_20190120_NOT_v1.ascii,53624271,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10.41,0.1712
403,ZTF18abcfdzu,ZTF18abcfdzu_20190704_P200_v1.ascii,53624273,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.26,0.1288
404,ZTF18abcfdzu,ZTF18abcfdzu_20200219_Keck1_v1.ascii,53624274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,8.06,0.5455
405,ZTF18abcflnz,ZTF18abcflnz_20190407_APO_v1.ascii,53624276,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0.0277
406,ZTF18abcicrq,ZTF18abcicrq_20180628_P60_v1.ascii,53624277,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56,0.1256
407,ZTF18abckujq,ZTF18abckujq_20180621_P200_v2.ascii,53624280,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19,0.0499
408,ZTF18abckujq,ZTF18abckujq_20180701_P60_v1.ascii,53624281,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.24,0.0672
409,ZTF18abckutn,ZTF18abckutn_20180621_P200_v1.ascii,53624282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0,0,0,0,0,11.72,0.0404
410,ZTF18abckutn,ZTF18abckutn_20180621_P200_v2.ascii,53624283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,22.35,0.958
411,ZTF18abclfee,ZTF18abclfee_20180630_P60_v1.ascii,53624287,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49,0.1703
412,ZTF18abclfee,ZTF18abclfee_20180704_LT_v1.ascii,53624289,0,1,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.63,0.0276
413,ZTF18abclfee,ZTF18abclfee_20180708_P200_v2.ascii,53624290,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0.0301
414,ZTF18abclfee,ZTF18abclfee_20180708_P60_v1.ascii,53624291,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,0.0324
415,ZTF18abclfee,ZTF18abclfee_20180804_P200_v1.ascii,53624292,0,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.92,0.0293
416,ZTF18abcohew,ZTF18abcohew_20181201_Keck1_v1.ascii,53624294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,40.48,0.0467
417,ZTF18abcohew,ZTF18abcohew_20181204_P60_v1.ascii,53624295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,12.65,0.0446
418,ZTF18abcptmt,ZTF18abcptmt_20180623_P60_v1.ascii,53624298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,4.83,0.0625
419,ZTF18abcptmt,ZTF18abcptmt_20180625_LCOGT1m_v1.ascii,53624299,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,3.78,0.2854
420,ZTF18abcptmt,ZTF18abcptmt_20180708_LT_v1.ascii,53624300,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81,0.2874
421,ZTF18abcptmt,ZTF18abcptmt_20180716_P60_v1.ascii,53624301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,7.67,0.0506
422,ZTF18abcrxoj,ZTF18abcrxoj_20180624_P60_v1.ascii,53624303,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0.0217
423,ZTF18abcryxz,ZTF18abcryxz_20180628_P60_v1.ascii,53624305,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36,0.0642
424,ZTF18abcsgvj,ZTF18abcsgvj_20180630_P60_v1.ascii,53624307,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5.41,0.061
425,ZTF18abcvush,ZTF18abcvush_20180704_P60_v1.ascii,53624308,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.95,0.0487
426,ZTF18abcwzhs,ZTF18abcwzhs_20190610_P60_v1.ascii,53624309,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39,0.2779
427,ZTF18abcyhju,ZTF18abcyhju_20180703_P60_v1.ascii,53624312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,4.58,0.0088
428,ZTF18abcyilc,ZTF18abcyilc_20180715_P60_v2.ascii,53624314,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05,0.0635
429,ZTF18abcyilc,ZTF18abcyilc_20180717_P200_v2.ascii,53624315,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.39,0.0552
430,ZTF18abcysdx,ZTF18abcysdx_20180708_P60_v1.ascii,53624316,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.19,0.0832
431,ZTF18abcyues,ZTF18abcyues_20180630_P60_v1.ascii,53624317,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8.12,0.0378
432,ZTF18abcyues,ZTF18abcyues_20180630_P60_v2.ascii,53624318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5.37,0.0338
433,ZTF18abcyues,ZTF18abcyues_20180713_Keck1_v1.ascii,53624319,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,14.93,0.0403
434,ZTF18abdbysy,ZTF18abdbysy_20180628_WHT_v2.ascii,53624325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,4.4,1e-04
435,ZTF18abdbysy,ZTF18abdbysy_20180630_P60_v1.ascii,53624326,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0.143
436,ZTF18abdcudb,ZTF18abdcudb_20190710_P60_v1.ascii,53624330,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52,0.0902
437,ZTF18abddrhd,ZTF18abddrhd_20180712_P60_v1.ascii,53624331,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.99,0.0931
438,ZTF18abddrhd,ZTF18abddrhd_20180712_P60_v2.ascii,53624332,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.16,0.0906
439,ZTF18abdeeeh,ZTF18abdeeeh_20180717_P60_v2.ascii,53624333,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12.95,0.0391
440,ZTF18abdefet,ZTF18abdefet_20180705_P60_v1.ascii,53624334,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48,0.0739
441,ZTF18abdffeo,ZTF18abdffeo_20180804_P200_v1.ascii,53624341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8.75,0.0157
442,ZTF18abdgdhz,ZTF18abdgdhz_20180729_P60_v1.ascii,53624345,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,0.2797
443,ZTF18abdgwxn,ZTF18abdgwxn_20180706_P60_v1.ascii,53624348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,10.78,0.2776
444,ZTF18abdhsfc,ZTF18abdhsfc_20180708_P200_v2.ascii,53624350,0,1,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.65,0.0725
445,ZTF18abdiasx,ZTF18abdiasx_20180919_P60_v1.ascii,53624351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,10.34,0.0183
446,ZTF18abdingc,ZTF18abdingc_20180728_P60_v2.ascii,53624354,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0.0358
447,ZTF18abdingc,ZTF18abdingc_20180804_P200_v1.ascii,53624355,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10.31,0.038
448,ZTF18abdiqdh,ZTF18abdiqdh_20180705_P60_v2.ascii,53624357,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.21,0.0394
449,ZTF18abdiwpt,ZTF18abdiwpt_20180712_P60_v1.ascii,53624358,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0.0733
450,ZTF18abdiwpt,ZTF18abdiwpt_20180712_P60_v2.ascii,53624359,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.21,0.0754
451,ZTF18abdkimx,ZTF18abdkimx_20180713_P60_v1.ascii,53624361,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.62,0.0771
452,ZTF18abdkkwa,ZTF18abdkkwa_20181017_NOT_v1.ascii,53624367,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,0.0256
453,ZTF18abdpvnd,ZTF18abdpvnd_20180713_P60_v1.ascii,53624370,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.03,0.0611
454,ZTF18abdpvnd,ZTF18abdpvnd_20180713_P60_v2.ascii,53624371,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28,0.0445
455,ZTF18abdpvnd,ZTF18abdpvnd_20180820_P60_v1.ascii,53624372,0,5,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.61,0.0327
456,ZTF18abdrbqp,ZTF18abdrbqp_20180712_P60_v1.ascii,53624374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,10.66,0.0133
457,ZTF18abdrmin,ZTF18abdrmin_20180726_P60_v1.ascii,53624376,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.91,0.0526
458,ZTF18abeajml,ZTF18abeajml_20180705_P60_v1.ascii,53624378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,7,0,7.43,0.0361
459,ZTF18abeajml,ZTF18abeajml_20180706_P60_v4.ascii,53624382,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,6.52,0.0463
460,ZTF18abeamgv,ZTF18abeamgv_20180713_Keck1_v1.ascii,53624391,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47,0.0461
461,ZTF18abebzog,ZTF18abebzog_20180706_P60_v1.ascii,53624392,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6.76,0.1622
462,ZTF18abebzog,ZTF18abebzog_20180711_P60_v1.ascii,53624393,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.62,0.0383
463,ZTF18abeecwe,ZTF18abeecwe_20180713_P60_v1.ascii,53624398,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,0.0393
464,ZTF18abesqnb,ZTF18abesqnb_20180714_P60_v2.ascii,53624406,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4.43,0.8241
465,ZTF18abesqnb,ZTF18abesqnb_20180804_P200_v2.ascii,53624413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,5.78,0.0627
466,ZTF18abetehf,ZTF18abetehf_20180713_P60_v2.ascii,53624415,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71,0.5806
467,ZTF18abetewu,ZTF18abetewu_20180715_P60_v2.ascii,53624419,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.84,0.08
468,ZTF18abeyqpr,ZTF18abeyqpr_20180725_P60_v1.ascii,53624420,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0.0318
469,ZTF18abeyqpr,ZTF18abeyqpr_20180802_P60_v1.ascii,53624422,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47,0.0479
470,ZTF18abeyqpr,ZTF18abeyqpr_20181110_Keck1_v1.ascii,53624425,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0.2921
471,ZTF18abfcmjw,ZTF18abfcmjw_20190409_LT_v1.ascii,53624426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6.81,0.0205
472,ZTF18abfcmjw,ZTF18abfcmjw_20190412_Keck1_v2.ascii,53624428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,15.88,0.0209
473,ZTF18abfcmjw,ZTF18abfcmjw_20190424_P200_v1.ascii,53624430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,18.87,0.0208
474,ZTF18abffyqp,ZTF18abffyqp_20180708_Gemini_N_v1.ascii,53624437,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39,0.0411
475,ZTF18abffyqp,ZTF18abffyqp_20180708_P200_v6.ascii,53624440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0.0527
476,ZTF18abffyqp,ZTF18abffyqp_20180708_P60_v1.ascii,53624441,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0.5599
477,ZTF18abffyqp,ZTF18abffyqp_20180709_P60_v1.ascii,53624442,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41,0.0487
478,ZTF18abffyqp,ZTF18abffyqp_20180715_P60_v1.ascii,53624448,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,3.51,0.9294
479,ZTF18abffyqp,ZTF18abffyqp_20180804_P60_v1.ascii,53624451,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02,0.035
480,ZTF18abffyqp,ZTF18abffyqp_20180804_P60_v2.ascii,53624452,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.68,0.0357
481,ZTF18abffyqp,ZTF18abffyqp_20190603_Keck1_v1.ascii,53624455,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11.56,0.0318
482,ZTF18abfgkgn,ZTF18abfgkgn_20180715_P60_v1.ascii,53624457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,17.78,0.0387
483,ZTF18abfgkgn,ZTF18abfgkgn_20180806_P60_v1.ascii,53624459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,21.11,0.0382
484,ZTF18abfgkgn,ZTF18abfgkgn_20180806_P60_v2.ascii,53624460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,15.62,0.039
485,ZTF18abfgkgn,ZTF18abfgkgn_20180806_P60_v4.ascii,53624462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,15.62,0.039
486,ZTF18abfhaji,ZTF18abfhaji_20180721_P60_v1.ascii,53624464,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.43,0.0837
487,ZTF18abfhaji,ZTF18abfhaji_20180721_P60_v2.ascii,53624465,0,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.51,0.0927
488,ZTF18abfhryc,ZTF18abfhryc_20180719_FTN_v1.ascii,53624467,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.67,0.0272
489,ZTF18abfwuwn,ZTF18abfwuwn_20180724_P60_v1.ascii,53624469,0,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96,0.1054
490,ZTF18abfzfcv,ZTF18abfzfcv_20180718_P60_v1.ascii,53624471,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.14,0.0335
491,ZTF18abfzhct,ZTF18abfzhct_20180713_P60_v2.ascii,53624473,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01,0.6032
492,ZTF18abfzhct,ZTF18abfzhct_20180726_P60_v1.ascii,53624475,0,0,0,2,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4.85,0.1459
493,ZTF18abfzhct,ZTF18abfzhct_20180801_P60_v2.ascii,53624477,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0.0401
494,ZTF18abfzixe,ZTF18abfzixe_20180806_P60_v2.ascii,53624482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,11.55,0.0323
495,ZTF18abfzixe,ZTF18abfzixe_20180806_P60_v4.ascii,53624484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,11.55,0.0323
496,ZTF18abgladq,ZTF18abgladq_20180715_P60_v1.ascii,53624486,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0.3459
497,ZTF18abgladq,ZTF18abgladq_20180717_P200_v1.ascii,53624488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8.59,0.0372
498,ZTF18abgladq,ZTF18abgladq_20180729_P60_v4.ascii,53624492,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,0.2891
499,ZTF18abgladq,ZTF18abgladq_20180806_P60_v2.ascii,53624495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8.28,0.0397
500,ZTF18abgladq,ZTF18abgladq_20180806_P60_v4.ascii,53624497,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,8.28,0.0397
501,ZTF18abgmcmv,ZTF18abgmcmv_20181026_P60_v2.ascii,53624502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,6.87,0.1849
502,ZTF18abgosbg,ZTF18abgosbg_20180717_P60_v1.ascii,53624503,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.34,0.0775
503,ZTF18abgqvwv,ZTF18abgqvwv_20180821_P200_v1.ascii,53624506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,10.69,0.0375
504,ZTF18abgrbjb,ZTF18abgrbjb_20180730_LT_v1.ascii,53624509,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5.37,0.7311
505,ZTF18abgrbjb,ZTF18abgrbjb_20180804_P200_v1.ascii,53624510,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5.8,0.0364
